@relation sentiment

@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute feat17 numeric
@attribute feat18 numeric
@attribute feat19 numeric
@attribute feat20 numeric
@attribute class {0, 4}

@data
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.00,4.80,3,4
0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,7.00,4.92,2,4
2,1,0,3,0,0,0,0,3,0,0,5,1,2,0,1,0,7.50,3.25,4,4
1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,12.00,3.91,1,4
0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,9.00,4.00,1,4
1,0,0,1,0,0,0,0,1,0,0,6,4,0,0,0,0,10.00,4.94,2,4
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4.50,5.43,2,4
0,1,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,16.00,3.71,1,4
0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,5.00,4.78,2,4
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,7.00,5.83,1,4
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.00,3.50,1,4
1,0,0,0,0,0,3,0,1,0,0,4,1,2,0,0,0,22.00,4.82,1,4
0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,2,0,9.00,4.18,2,4
1,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,5.33,4.85,3,4
2,1,0,1,0,0,2,0,0,0,1,7,2,1,0,0,0,9.33,4.00,3,4
2,2,1,1,0,0,1,0,0,0,1,1,3,4,0,0,0,6.60,3.67,5,4
0,3,1,1,1,0,1,0,0,0,0,5,0,1,0,1,0,7.33,3.94,3,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.00,7.50,1,4
1,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,5.33,4.91,3,4
0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,4.67,4.36,3,4
1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,7.00,3.20,1,4
1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,13.00,4.15,1,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3.50,4.33,2,4
0,0,0,0,0,0,0,0,1,0,0,4,5,0,0,0,1,14.00,5.31,1,4
1,1,2,1,0,1,0,0,0,0,0,4,0,2,0,0,0,18.00,4.76,1,4
2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,7.33,3.72,3,4
0,0,0,0,1,1,0,0,0,0,0,8,0,1,0,1,0,7.33,3.80,3,4
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.00,7.67,1,4
2,1,0,0,0,0,1,0,0,0,0,8,0,2,0,3,0,13.00,4.04,2,4
1,0,1,0,0,0,1,0,0,0,0,8,0,1,1,0,0,21.00,4.16,1,4
3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,17.00,4.07,1,4
1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,9.00,5.00,1,4
0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,1,0,9.50,3.28,2,4
0,0,1,0,0,0,0,0,1,0,0,7,2,1,0,0,0,21.00,3.75,1,4
2,0,1,0,0,0,0,0,0,0,0,4,0,3,0,1,0,7.00,3.65,3,4
1,0,0,0,1,0,0,0,0,0,1,3,0,1,1,0,0,7.00,3.92,2,4
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.00,4.14,1,4
2,0,1,2,2,0,0,0,1,0,0,11,0,4,0,1,0,31.00,3.53,1,4
0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1.56,9.00,9,4
2,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,12.00,4.50,2,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6.00,5.83,1,4
4,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,6.75,4.54,4,4
0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,9.00,4.00,1,4
1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4.00,4.67,2,4
0,0,0,1,2,1,0,0,5,0,0,5,3,1,0,0,1,12.00,4.18,2,4
0,0,2,0,1,0,0,0,1,0,1,5,0,0,0,0,0,7.00,4.58,2,4
0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,5.00,4.11,2,4
1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4.00,4.22,3,4
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.00,3.88,2,4
0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,12.00,4.82,1,4
0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,8.50,4.29,2,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.00,11.00,1,4
0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,7.00,5.17,1,4
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2.50,4.25,2,4
0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5.00,4.80,1,4
2,0,0,1,3,0,0,0,1,0,0,8,0,2,0,1,0,19.00,3.39,1,4
0,0,1,0,0,0,0,1,0,0,0,3,2,0,0,0,0,13.00,4.64,1,4
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.00,5.00,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.00,5.60,2,4
2,0,2,0,0,1,1,0,0,2,0,4,1,2,1,2,0,14.00,3.96,2,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.00,8.00,1,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2.33,5.00,3,4
0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,9.00,3.56,1,4
1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,8.67,4.54,3,4
0,2,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,16.00,4.81,1,4
1,0,0,1,3,0,1,0,0,0,0,7,0,1,0,0,0,12.50,3.57,2,4
0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,3.67,7.75,3,4
0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5.50,6.60,2,4
4,0,0,1,0,0,1,0,1,0,0,10,1,0,0,0,0,6.60,4.04,5,4
0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,7.00,4.00,1,4
1,0,2,0,1,0,0,0,0,0,1,3,0,2,0,1,0,7.50,4.50,2,4
2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,13.00,5.42,1,4
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.00,4.67,1,4
0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4.00,4.43,2,4
0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,14.00,4.00,1,4
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,9.00,3.62,1,4
1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,4.25,5.54,4,4
0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,4.00,2.57,2,4
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,10.00,3.20,1,4
0,2,0,2,0,0,1,0,0,0,0,5,0,6,1,1,0,15.00,3.67,2,4
1,2,2,0,1,2,0,0,0,0,0,6,0,1,0,1,0,21.00,3.81,1,4
1,0,0,1,0,0,0,0,0,0,0,2,5,3,1,1,0,21.00,3.76,1,4
2,1,2,1,2,0,1,0,0,0,0,2,0,0,0,0,0,17.00,3.93,1,4
0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,7.00,5.83,1,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.00,4.25,1,4
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,7.00,7.43,1,4
1,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,19.00,3.56,1,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.00,5.00,1,4
1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6.00,2.20,1,4
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.00,6.33,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9.00,4.56,1,4
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.00,5.80,1,4
0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1.67,9.00,6,4
0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,1,0,4.00,5.50,2,4
1,0,2,0,1,0,1,0,0,0,2,4,0,0,0,0,0,8.67,3.82,3,4
1,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,7.00,3.83,3,4
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,9.00,3.44,1,4
0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,5.00,5.56,2,4
1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,1,14.00,5.25,1,4
1,0,0,0,0,0,1,0,0,1,0,4,0,2,1,1,0,4.67,6.20,3,4
0,1,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,16.00,6.00,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.00,5.14,2,4
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6.00,4.33,1,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,8.00,4.75,1,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.00,5.20,1,4
1,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,5.00,3.56,2,4
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3.00,4.20,2,4
2,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,10.00,3.74,2,4
0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,5.00,5.43,2,4
0,0,0,0,1,2,1,0,0,0,0,8,0,1,0,0,1,5.83,3.57,6,4
0,0,1,0,2,0,1,0,0,0,0,6,0,2,0,0,0,16.00,5.33,1,4
0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4.00,5.40,3,4
0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,12.00,4.58,1,4
3,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,15.00,2.00,1,4
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.50,5.86,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.00,3.80,1,4
0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,4.50,3.86,2,4
0,0,1,0,0,0,0,0,0,0,2,4,0,1,0,0,0,5.33,4.36,3,4
0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,9.00,4.22,1,4
1,2,0,1,0,0,0,0,1,0,0,6,0,2,0,0,0,10.50,3.53,2,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8.00,4.50,1,4
2,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,9.00,4.59,2,4
1,2,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,15.00,3.79,1,4
0,0,1,0,0,1,0,0,0,0,0,5,1,2,0,1,1,5.75,4.74,4,4
0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,13.00,3.69,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.50,6.88,2,4
4,0,1,0,1,0,1,1,0,1,0,5,2,0,0,0,1,12.50,4.00,2,4
0,0,0,1,2,0,0,0,0,0,0,5,0,1,0,0,0,9.00,3.76,2,4
0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,9.00,5.12,1,4
2,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,8.00,3.43,2,4
0,0,0,0,0,0,0,0,1,0,0,12,0,0,1,0,1,7.00,5.18,3,4
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4.00,4.33,1,4
1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,4.25,3.57,4,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.00,4.33,2,4
1,1,0,1,1,0,1,0,1,2,0,6,0,3,1,0,0,13.00,4.95,2,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.00,3.00,1,4
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6.00,5.17,1,4
2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,11.00,3.50,1,4
2,0,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,7.00,4.75,3,4
1,0,1,3,0,0,0,0,0,0,0,6,0,1,0,0,3,5.40,3.38,5,4
1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,9.00,4.50,2,4
0,2,0,1,1,1,0,0,1,0,0,2,0,0,0,0,0,11.00,4.30,1,4
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8.00,3.50,1,4
1,0,0,1,0,0,3,0,2,0,0,6,2,2,0,0,0,10.00,4.74,3,4
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.00,4.57,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.00,10.50,1,4
3,0,1,2,0,0,1,0,1,0,1,5,0,2,0,1,0,8.67,3.82,3,4
1,0,1,1,0,0,1,0,0,0,0,5,0,1,0,0,1,6.67,3.41,3,4
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7.50,3.08,2,4
0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,7.50,3.92,2,4
0,0,1,0,0,0,1,0,0,0,0,4,1,2,1,1,0,8.00,4.38,2,4
0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4.50,4.00,2,4
2,4,0,2,0,1,0,0,0,0,0,6,0,3,0,1,0,8.50,3.40,4,4
0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,12.00,4.73,1,4
1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6.50,3.82,2,4
0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,5.00,3.62,3,4
0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3.00,5.20,2,4
0,0,0,0,0,0,0,0,2,0,0,13,4,0,0,0,2,14.00,4.44,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.00,17.00,1,4
2,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,14.00,3.92,1,4
0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,3.50,4.33,2,4
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.00,3.57,1,4
0,0,1,2,1,0,1,1,0,0,0,8,0,2,0,1,0,11.50,4.95,2,4
0,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,7.50,5.31,2,4
0,0,0,0,0,0,1,0,0,0,0,5,0,1,2,0,0,21.00,3.20,1,4
0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,1,5.00,4.64,3,4
0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,14.00,4.29,1,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,3.20,1,4
1,0,1,1,0,0,0,0,0,0,0,8,0,2,0,0,0,7.67,3.65,3,4
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3.75,4.08,4,4
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,8.00,5.50,1,4
0,0,0,0,1,0,1,0,0,0,1,13,0,3,0,0,0,3.71,4.17,7,4
1,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,7.50,4.82,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6.00,5.00,1,4
1,0,0,2,2,0,0,1,0,0,0,2,5,2,0,2,0,9.00,3.71,3,4
0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,7.00,3.92,2,4
0,1,2,3,0,1,2,0,0,0,0,6,0,1,0,0,0,15.50,4.04,2,4
0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,8.00,5.29,1,4
0,1,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,9.00,3.56,1,4
1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,4.33,4.33,3,4
0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,4,5.00,3.12,2,4
0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,10.00,4.70,1,4
2,1,0,1,0,0,0,0,0,0,0,6,0,2,1,0,0,25.00,4.21,1,4
0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,9.00,3.38,1,4
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.00,3.50,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,7.00,4.57,1,4
0,3,1,1,0,0,1,0,1,0,0,7,0,0,0,0,0,28.00,4.15,1,4
2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.50,3.89,2,4
3,0,1,1,0,0,0,0,0,0,0,9,0,3,0,2,0,7.00,3.68,4,4
1,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,9.50,4.29,2,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.00,4.50,1,4
1,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,10.50,5.70,2,4
0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,11.00,4.73,1,4
0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,9.00,3.56,1,4
0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,5.50,2.80,2,4
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.00,4.33,1,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.00,6.33,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5.00,4.00,1,4
3,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,8.00,3.79,2,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.00,4.57,1,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.00,7.33,1,4
2,1,0,0,0,1,0,0,0,0,0,4,0,1,0,1,0,12.00,3.32,2,4
0,0,0,1,0,0,1,0,0,0,0,2,3,0,0,0,0,14.00,4.62,1,4
2,0,1,0,0,0,2,0,0,0,0,6,1,1,0,0,0,23.00,3.86,1,4
0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,8.00,5.57,1,4
2,0,0,1,0,0,0,0,0,0,1,7,0,1,0,0,0,10.00,4.56,2,4
3,1,0,1,0,0,1,0,0,0,0,10,0,1,0,0,1,28.00,3.85,1,4
1,0,0,0,1,0,1,0,0,0,0,4,0,3,0,0,9,21.00,4.45,1,4
0,2,0,1,0,0,0,0,0,0,1,7,0,2,0,2,0,5.25,4.94,4,4
0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,15.00,4.14,1,4
1,1,1,1,1,0,2,0,0,0,0,12,0,0,1,1,0,17.50,3.29,2,4
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.00,7.00,1,4
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.00,5.20,1,4
2,1,1,2,0,0,1,0,0,0,0,9,0,1,1,0,0,25.00,3.75,1,4
0,1,0,1,0,0,1,0,0,0,0,5,0,0,0,1,0,7.00,5.45,2,4
1,0,1,0,0,1,0,0,0,0,0,6,0,1,0,0,0,7.50,4.62,2,4
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12.00,4.42,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.50,3.89,2,4
1,0,0,1,0,0,0,0,0,0,0,10,1,1,0,0,0,6.75,4.08,4,4
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,8.00,4.75,1,4
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,9.00,5.12,1,4
1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,10.00,4.40,1,4
0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3.00,6.20,2,4
1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7.00,3.57,1,4
0,0,0,0,1,0,0,1,0,1,0,7,1,0,0,1,2,6.75,5.00,4,4
0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,7.00,4.58,2,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.00,6.00,1,4
0,1,1,2,0,0,0,0,0,0,0,8,1,0,0,0,0,6.50,4.26,4,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.00,4.00,1,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.00,5.00,1,4
1,0,0,0,0,0,0,0,1,0,1,8,2,3,0,0,6,7.75,4.08,4,4
2,1,0,0,1,1,0,0,2,0,1,7,0,3,0,3,3,9.00,4.68,3,4
0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,8.00,4.62,1,4
1,1,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,14.00,3.54,1,4
0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,3.67,3.12,3,4
1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,3.60,5.08,5,4
1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,12.00,4.09,1,4
1,0,0,1,0,0,0,0,0,0,0,9,0,3,0,0,0,5.40,4.52,5,4
2,1,1,0,1,0,0,0,0,0,0,9,0,2,0,0,0,5.50,3.70,6,4
0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,13.00,4.36,1,4
0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,6.50,3.73,2,4
0,3,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,9.00,3.58,3,4
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,11.00,3.80,1,4
1,2,3,0,1,0,0,0,0,0,0,9,0,1,0,2,0,5.20,3.48,5,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.00,10.00,1,4
0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,9.00,4.44,1,4
1,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,8.00,4.00,2,4
1,1,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,7.50,4.64,2,4
0,0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,11.00,5.30,1,4
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.00,5.33,1,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.00,5.20,1,4
1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,11.00,4.09,1,4
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.00,4.00,1,4
1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,15.00,4.60,1,4
1,0,0,3,3,0,0,0,0,0,0,8,0,2,0,0,0,9.33,4.08,3,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.00,3.60,1,4
0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5.50,4.89,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.50,5.75,2,4
0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,6.00,7.33,1,4
0,0,0,1,0,0,1,0,1,0,1,5,0,0,0,0,0,17.00,4.50,1,4
1,0,0,0,0,0,2,0,0,0,0,4,0,3,0,1,0,15.00,5.27,1,4
0,0,1,1,0,0,0,0,0,0,0,5,2,2,0,0,1,9.50,4.06,2,4
0,1,1,1,0,1,0,0,0,0,0,7,1,3,0,0,0,6.25,5.30,4,4
1,0,0,1,1,0,0,0,1,0,0,8,1,0,0,0,0,12.00,5.10,2,4
0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,7.00,4.54,2,4
1,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,15.00,4.33,1,4
0,0,0,0,0,0,0,1,4,0,0,7,5,0,0,0,3,12.00,4.94,2,4
0,0,0,1,0,0,0,1,0,0,0,4,0,1,0,0,0,16.00,3.73,1,4
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.00,4.20,1,4
2,1,0,1,0,0,1,0,0,0,0,8,0,1,1,0,0,8.67,4.00,3,4
0,0,0,1,0,0,0,0,0,0,0,4,2,2,0,0,0,10.67,3.33,3,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.00,5.33,1,4
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.00,6.00,1,4
2,0,1,0,0,1,1,0,0,0,1,2,2,2,0,1,0,13.50,3.12,2,4
0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,12.00,3.45,1,4
1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,6,10.00,3.56,1,4
0,2,0,0,0,0,0,0,0,0,1,8,0,2,0,0,0,5.00,4.94,4,4
0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,5.50,4.33,2,4
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.00,8.33,1,4
0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,8.00,4.57,1,4
0,1,1,1,0,0,1,0,0,0,0,5,1,0,0,0,1,7.33,4.11,3,4
0,1,0,1,0,0,1,0,0,0,0,6,1,1,1,0,0,20.00,5.47,1,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.00,4.50,1,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.00,3.60,1,4
1,1,0,0,0,0,1,0,0,0,1,7,1,2,0,1,0,10.50,4.53,2,4
0,0,1,2,0,0,1,1,0,0,0,11,0,0,0,0,0,25.00,3.74,1,4
1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,8.00,4.29,1,4
0,1,0,0,0,0,1,0,0,0,0,4,3,0,0,1,0,14.00,4.25,1,4
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.00,3.75,1,4
1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,5.50,3.89,2,4
0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,3,3.67,5.25,3,4
0,1,0,0,1,0,0,0,0,0,1,5,0,1,0,0,0,11.50,4.86,2,4
1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,10.00,3.90,1,4
1,2,0,0,1,0,1,0,0,0,0,4,2,1,0,0,1,8.00,3.14,2,4
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.00,4.14,1,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.00,5.20,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,7.00,3.71,1,4
0,1,0,0,0,0,1,0,0,0,0,4,0,1,0,1,0,4.33,4.33,3,4
